169;100,7832;83,2176;80,61343;0;-17,56557;7,912042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,8;747;0,01;0;1,24;0,03;0;0;0;0;0;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749;
170;100,7832;86,57407;82,46528;0;-14,2091;8,053031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,8;746,9;0,01;0;1,23;0,03;0;0,01;0;0;0,02;0;0,01;0,02;0,02;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;759;
171;100,7832;88,65741;84,83796;0;-12,12576;8,140522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,9;747;0,01;0;1,24;0,03;0;0,02;0;0;0,03;0,01;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;769;
172;100,7832;89,98843;87,67361;0;-10,79475;8,173429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,8;746,9;0,01;0;1,25;0,02;0;0;0;0;0,03;0;0,01;0,02;0,02;0;0,02;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;779;
173;100,7832;92,12963;88,4838;0;-8,653542;8,206586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,9;746,9;0,01;0;1,24;0,02;0;0;0;0;0,03;0,01;0;0,01;0,02;0;0,03;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;789;
174;100,7832;93,28704;89,98843;0;-7,496132;8,343897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,24;0,03;0;0;0;0;0,02;0,01;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;799;
175;100,7832;94,7338;91,08796;0;-6,049377;8,352729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;32;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,24;0,03;0;0,02;0;0;0,02;0;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809;
176;100,7832;95,48611;92,41898;0;-5,297058;8,362984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;722;746,7;0,01;0,01;1,25;0,02;0;0,01;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819;
177;100,7832;96,46991;93,1713;0;-4,313263;8,43175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,8;746,6;0,01;0;1,25;0,03;0;0,02;0;0;0,01;0,02;0;0,03;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;829;
178;100,7832;97,51157;94,03935;0;-3,271599;8,360001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0;0;1,24;0,03;0;0;0;0;0,02;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839;
179;100,7832;98,49537;94,56018;0;-2,287804;8,37761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,8;746,6;0,01;0;1,24;0,03;0;0,01;0,01;0;0,02;0;0;0,02;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849;
180;100,7832;97,97454;95,25462;0;-2,808632;8,498872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,7;746,6;0,01;0;1,24;0,03;0;0,01;0;0;0,02;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;859;
181;100,7832;99,13195;95,25462;0;-1,651222;8,431554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,8;746,6;0,01;0;1,24;0,03;0;0,01;0,01;0;0,02;0,01;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;869;
182;100,7832;99,18982;96,06481;0;-1,593353;8,508596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,7;746,6;0,01;0;1,25;0,02;0;0,02;0,01;0;0,01;0;0,01;0,01;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;879;
183;100,7832;99,36343;95,8912;0;-1,419746;8,422637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,7;746,6;0,01;0,01;1,24;0,03;0;0;0;0;0,01;0,01;0;0,01;0,02;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;889;
184;100,7832;100,2894;96,4699;0;-0,4938202;8,434563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,02;0;1,24;0,03;0;0,01;0;0;0,01;0;0,01;0,02;0,01;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899;
185;100,7832;100,3472;95,94907;0;-0,4359512;8,393325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;33;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,24;0,03;0;0;0;0;0,01;0,01;0;0,03;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;
186;100,7832;99,76852;95,71759;0;-1,014648;8,434422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;34;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;722;746,7;0,01;0;1,24;0,03;0;0;0;0;0,01;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;919;
187;100,7832;99,88426;96,41203;0;-0,8989105;8,505696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;34;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,9;746,6;0,01;0,01;1,24;0,03;0;0;0;0;0,02;0,01;0,01;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;929;
188;100,7832;100,2894;96,4699;0;-0,4938202;8,460442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;34;34;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0,01;0;1,24;0,02;0;0,02;0;0;0,02;0;0,01;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;939;
189;100,7832;99,76852;96,93287;0;-1,014648;8,535817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;34;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;722;746,8;0,01;0;1,24;0,03;0;0,02;0;0;0,02;0;0,01;0,02;0,01;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;949;
190;100,7832;100,8681;97,51157;0;8,488464E-02;8,430131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;34;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,01;0;1,24;0,02;0;0,01;0;0;0,02;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;959;
191;100,7832;100,463;96,99074;0;-0,3202057;8,539438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;34;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0,01;0;1,24;0,03;0;0,02;0;0;0,01;0;0,01;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;969;
192;100,7832;100,4051;96,35416;0;-0,3780746;8,4437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;34;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;722;746,7;0;0;1,23;0,01;0;0,01;0;0;0;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;979;
193;100,7832;100,3472;96,52778;0;-0,4359512;8,494244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;34;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0;0;1,24;0,02;0;0,01;0;0;0,39;0,01;0,01;0,02;0,02;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;989;
194;100,7832;100,463;97,16435;0;-0,3202057;8,520881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;34;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0;0;1,22;0,02;0;0,01;0;0;1,42;0,01;0;0,02;0,01;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;999;
195;100,7832;100,463;97,56944;0;-0,3202057;8,551447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0;0;1,17;0,02;0;0;0;0;2,09;0;0;0,03;0,01;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;
196;100,7832;100,1157;97,10648;0;-0,6674271;8,495998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;721,8;746,7;0;0,01;1,18;0,02;0;0,01;0;0;2,31;0,01;0;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;
197;100,7832;100,8681;96,99074;0;8,488464E-02;8,46546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;35;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0;0;1,19;0,02;0;0;0;0;2,19;0,01;0;0,01;0,01;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;
198;100,7832;100,9259;97,22222;0;0,1427536;8,485076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;721,7;746,8;0;0;1,19;0,02;0;0;0;0;1,85;0;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;
199;100,7832;100,2894;97,22222;0;-0,4938202;8,529601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0;0,01;1,19;0,02;0;0,01;0;0;1,45;0;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;
200;100,7832;100,8681;97,10648;0;8,488464E-02;8,4897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0;0;1,19;0,02;0;0;0;0;1,05;0;0,01;0,03;0,01;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;
201;100,7832;100,8102;97,4537;0;2,701569E-02;8,539074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0;0,01;1,18;0,02;0;0,02;0;0;0,71;0;0;0,02;0,01;0;0,01;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;
202;100,7832;100,5208;96,875;0;-0,2623367;8,494827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;721,7;746,9;0;0;1,18;0,02;0;0;0;0;0,49;0,01;0;0,03;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;
203;100,7832;100,4051;97,10648;0;-0,3780746;8,490286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;35;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;721,9;746,7;0;0;1,18;0,01;0;0,01;0;0;0,38;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;
204;100,7832;100,6366;97,56944;0;-0,1465988;8,545928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0;0;1,17;0,01;0;0,02;0;0;0,01;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;
205;100,7832;100,6945;97,51157;0;-8,872223E-02;8,505693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;36;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;722;746,8;0;0;1,16;0,01;0;0,01;0;0;0,01;0,01;0;0,02;0,02;0;0,02;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;
206;100,7832;100,9838;97,16435;0;0,2006226;8,560333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,9;746,8;0;0,01;1,16;0,01;0;0;0;0;0,2;0;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;
207;100,7832;100,9838;97,10648;0;0,2006226;8,504634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,9;746,9;0;0;1,16;0,01;0;0,01;0;0;0,24;0;0,01;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;
208;100,7832;101,0417;97,22222;0;0,2584991;8,584435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,8;746,9;0;0;1,16;0;0;0,01;0;0;0,14;0;0;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;
209;100,7832;100,3472;97,56944;0;-0,4359512;8,571115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;722;746,9;0;0,01;1,17;0,01;0;0;0;0;0,24;0;0,01;0,02;0,02;0;0,01;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;
210;100,7832;100,5787;97,51157;0;-0,2044678;8,529543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,9;746,9;0,01;0;1,17;0,01;0;0,01;0;0;0,01;0,01;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;
211;100,7832;100,5787;97,68518;0;-0,2044678;8,559189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;36;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,17;0,01;0;0,01;0,01;0;0,13;0,01;0;0,02;0,01;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;
212;100,7832;100,6366;97,74305;0;-0,1465988;8,595517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;37;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,8;746,8;0,01;0;1,17;0,01;0;0;0;0;0,18;0;0;0,02;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;
213;100,7832;100,463;97,04861;0;-0,3202057;8,595078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;37;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,8;746,9;0,01;0;1,18;0,03;0;0,02;0;0;0,01;0,01;0;0,01;0,02;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;
214;100,7832;100,5208;96,99074;0;-0,2623367;8,571058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;37;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,9;746,9;0,01;0;1,21;0,03;0;0,01;0;0;0,01;0;0;0,01;0,01;0;0,01;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;
215;100,7832;101,0417;97,33796;0;0,2584991;8,597445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;37;37;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;721,9;746,9;0,01;0;1,22;0,03;0;0,02;0;0;0,02;0,01;0;0,02;0,01;0;0,02;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;
